question,answer,context,source,subdomain
What is the purpose of the 'Transfer J-1 Sponsorship to KU' e-form group in iHawk?,The e-form group is necessary to complete the transfer procedure and allows submission of required forms in a structured manner.,Complete the Transfer J-1 Sponsorship to KU e-form group via iHawk: 'ISS Services for All Students' --> 'J-1 Transfer Program Sponsorship to KU'.,https://iss.ku.edu/j-1-transfer-ku,iss.ku.edu
How does the University of Kansas aim to create collaborations in bioengineering?,"The university strives to cultivate strong relationships with professionals, businesses, and government agencies for productive collaborations.","The university and our Bioengineering faculty affiliates continually strive to cultivate strong relationships with professionals, businesses and government agencies...",https://bioengr.ku.edu/vision-mission,bioengr.ku.edu
What should you avoid doing with your immigration documents before entering the U.S.?,You should not put your immigration documents in your checked luggage.,"Important: do not put your immigration documents in your checked luggage! When you enter the U.S. you must bring all of your immigration documents with you, and keep them with you at all times when you travel.",https://iss.ku.edu/entry-newly-admitted,iss.ku.edu
What types of research areas are covered in the graduate programs of KU's Chemical & Petroleum Engineering?,"The graduate programs cover areas including bioengineering, catalysis, renewable energy, sustainability, separations, enhanced oil and gas recovery, unconventional reservoirs, data mining and reservoir characterization, flow in porous media, and reservoir simulation.","Work on cutting-edge research with nationally and internationally recognized faculty in areas including bioengineering, catalysis, renewable energy, sustainability, separations, enhanced oil and gas recovery, unconventional reservoirs, data mining and reservoir characterization, flow in porous media, and reservoir simulation.",http://cpe.engr.ku.edu/hall-fame,cpe.engr.ku.edu
What is required if you plan to drive in Kansas with a foreign driver's license?,You are expected to obtain a Kansas Driver's License within 90 days of establishing residency in Kansas.,"If you have a driver's license from your home country or from another U.S. State and you wish to continue driving in Kansas, be advised that you are expected to obtain a Kansas Driver's License within 90 days of establishing residency in Kansas.",https://iss.ku.edu/drivers-license,iss.ku.edu
What type of facilities does the KU Chemical and Petroleum Engineering department boast?,The department has state-of-the-art facilities.,"Chemical Engineering World renowned faculty, state-of-the-art facilities, innovative teaching and research prepare students to solve problems and positively impact the world.",http://cpe.engr.ku.edu/cpe-videos,cpe.engr.ku.edu
Who is the Track Director of the Biomechanics & Neural Engineering program at KU?,"Terence McIff, Ph.D. is the Track Director of the Biomechanics & Neural Engineering program at KU.","Terence McIff, Ph.D. - Track Director, Biomechanics & Neural Eng. - Associate Professor, Orthopedic Surgery and Sports Medicine, KUMC - Director, Orthopedic Biomechanics and Bioengineering Labs.",http://bio.engr.ku.edu/biomechanics-neural-engineering,bio.engr.ku.edu
What is the typical process for students applying for School of Engineering scholarships?,There is no separate application process; students are automatically considered when a complete application is submitted by the priority deadline.,There is no separate application process for these awards. Students are automatically considered when a complete application is submitted by the priority deadline.,https://engr.ku.edu/grad-funding,engr.ku.edu
What are the core components of a student's Plan of Study in the Ph.D. bioengineering program?,"The Plan of Study must consist of CORE, RESEARCH, DEPTH, BREADTH, and ELECTIVES.","The Plan of Study must consist of the following components: CORE, RESEARCH, DEPTH, BREADTH and ELECTIVES.",https://bioengr.ku.edu/phd,bioengr.ku.edu
What is the phone number for the dean's office?,785-864-3881,"Dean's Office Eaton Hall, Room 1 1520 W. 15th Street Lawrence, KS 66045-7608 785-864-3881",https://engr.ku.edu/contact-ku-school-engineering,engr.ku.edu
What is the significance of the dissertation in the Ph.D. bioengineering program?,The dissertation demonstrates that its author has completed an original and independent investigation of a significant problem.,"The doctoral dissertation demonstrates that its author has completed an original and independent investigation of a significant problem. The dissertation provides evidence that the student can define an important problem, develop a viable research plan to investigate the problem and generalize the results to other problems of significance.",http://bio.engr.ku.edu/phd,bio.engr.ku.edu
In which building does John Gibbons likely conduct his classes or office hours?,John Gibbons is located in 2012 Eaton Hall.,2012 Eaton Hall,https://eecs.ku.edu/people/john-gibbons,eecs.ku.edu
Who is responsible for the payment of costs associated with J-1 dependent status?,The costs associated with family members obtaining J-1 dependent status are typically paid by the J-1 individuals themselves.,J-1 individuals typically pay the costs associated with their family members obtaining J-1 dependent status ($370+ $85 per family member if in the US or $185 visa application fee per person if outside the US.).,https://iss.ku.edu/immigration-service-fees,iss.ku.edu
